,osmid,label
2259,3144008605,0.0
2264,4195198479,3.0
2269,6736652014,0.0
2274,366380184,0.0
2279,4984435319,0.0
2284,5813728848,2.0
2289,4193312381,0.0
2294,366376445,3.0
2299,5728549240,0.0
2304,366371126,3.0
2309,12042702939,1.0
2314,4607612148,2.0
2319,4927867373,0.0
2325,5772202772,3.0
2331,9404261895,0.0
2336,411925415,1.0
2341,6573654683,0.0
2346,411923566,1.0
2351,2380787695,1.0
2356,411926505,2.0
2361,1767760204,1.0
2366,7514003740,1.0
2371,6754320699,2.0
2376,411918627,1.0
2381,411918911,0.0
2386,2364030596,0.0
2391,411924900,1.0
2396,411920001,0.0
2401,366432863,0.0
2406,5112594719,3.0
2411,4974488981,2.0
2416,5757541588,2.0
2421,5767241053,2.0
2426,3655114323,1.0
2431,4551335183,2.0
2436,8359593447,0.0
2441,5003306343,0.0
2446,3830454348,3.0
2451,5003306315,0.0
2456,5778270830,2.0
2461,7773469801,0.0
2466,4102230919,0.0
2471,5772260897,0.0
2476,3771444846,0.0
2481,6665295538,0.0
2486,5358463336,0.0
2491,2968038021,2.0
2496,5772311375,0.0
2501,4550523309,0.0
2506,5001800546,2.0
2511,366413807,0.0
2516,5755681743,0.0
2521,2262762763,0.0
2526,11435593178,2.0
2531,1524373623,3.0
2536,366374108,3.0
2541,5058497805,3.0
2546,5074799092,1.0
2551,4927867378,2.0
2556,5780641547,2.0
2561,11101671902,0.0
2566,5788957691,0.0
2572,4611509790,1.0
2577,6754155665,0.0
2582,6793471379,0.0
2587,5772557686,1.0
2592,7805275302,0.0
2597,2156216607,2.0
2602,1628403309,0.0
2607,2154851982,0.0
2612,2154851620,0.0
2617,7790661170,0.0
2622,2153156514,0.0
2627,2309294271,0.0
2632,10658481378,1.0
2637,5735403371,1.0
2642,5781192503,0.0
2647,2159584961,0.0
2652,10709291221,3.0
2657,2304436096,1.0
2662,2297805000,2.0
2667,2350639301,3.0
2672,7990391520,0.0
2677,1997301811,0.0
2682,2159585552,3.0
2687,2156217141,2.0
2692,2305185876,0.0
2697,366400941,0.0
2702,2153156701,0.0
2707,3806429598,1.0
2712,714480621,0.0
2717,366460981,0.0
2722,366460454,1.0
2727,366392424,3.0
2733,1756318868,0.0
2738,2156217891,0.0
2743,5731642983,1.0
2748,1997301769,0.0
2753,8359460647,1.0
2758,5732958662,0.0
2763,1628403401,0.0
2768,2370217996,3.0
2773,12104042026,0.0
2778,2153158398,0.0
2783,8366489708,0.0
2788,5778509558,3.0
2793,366466483,1.0
2798,2154851905,3.0
2803,2153453608,1.0
2808,366456304,3.0
2813,8347545996,3.0
2818,5788305881,2.0
2823,5786314000,3.0
2828,8344692596,3.0
2833,7781434556,3.0
2838,8344578494,3.0
2843,7781801797,3.0
2848,5783349938,3.0
2853,7239654128,3.0
2858,7240843253,3.0
2863,366413537,2.0
2868,5788718276,3.0
2873,7768157932,3.0
2878,5794854772,3.0
2883,8348779385,3.0
2888,7714456560,3.0
2894,366462778,3.0
2899,5794752039,3.0
2904,5788668599,3.0
2909,7711515047,3.0
2914,7766347637,1.0
2919,8347575813,3.0
2924,7745674739,3.0
2929,2414074153,3.0
2934,2427536397,3.0
2939,8367134277,3.0
2944,7711599448,3.0
2949,8813611270,3.0
2954,7239563961,3.0
2959,2414200101,3.0
2964,6656634171,3.0
2969,8359447611,3.0
2974,7711747844,3.0
2979,3438944142,2.0
2984,7781543936,3.0
2989,5786405480,3.0
2994,2419556783,3.0
2999,10801365403,3.0
3004,5789185108,3.0
3009,8347604168,2.0
3014,6649562120,1.0
3019,7711466594,3.0
3024,7771371996,3.0
3029,5788668640,2.0
3034,8347820217,3.0
3039,366426646,3.0
3044,7782185565,3.0
3049,7757637923,3.0
3054,5778335676,3.0
3059,8820218682,1.0
3064,5797630776,3.0
3069,7711866549,3.0
3074,5778645452,3.0
3079,5797450248,3.0
3084,366461885,3.0
3089,366397840,2.0
3094,8366255127,3.0
3099,7745437139,3.0
3104,5781165870,3.0
3109,3072496251,3.0
3114,5778445085,3.0
3120,366413910,2.0
3125,7771371988,3.0
3130,7711793360,3.0
3135,7770300373,3.0
3140,7711117763,1.0
3145,7745437136,3.0
3150,366438179,3.0
3155,5794918042,3.0
3160,5088862000,1.0
3165,366415027,3.0
3170,5788341300,3.0
3175,8344538740,3.0
3180,10756032035,3.0
3185,366460956,2.0
3190,7373445087,3.0
3195,7533759178,0.0
3200,11921728116,3.0
3205,8347632736,3.0
3210,7762484159,0.0
3215,8344737941,3.0
3220,366397321,3.0
3225,8344772446,3.0
3230,7781479543,3.0
3235,5788668375,3.0
3240,7762484183,0.0
3245,5789116749,3.0
3250,8811449603,3.0
3255,6649828918,3.0
3260,366456091,3.0
3265,7781414025,3.0
3270,2427557582,3.0
3275,8366478739,3.0
3280,7762906603,1.0
3285,2417297452,3.0
3290,5778772995,3.0
3295,7714331556,3.0
3300,5783421896,3.0
3305,8344496183,3.0
3310,8349300673,1.0
3315,366411768,3.0
3320,8816349362,1.0
3325,10921550284,3.0
3330,7717939694,1.0
3335,8813640407,3.0
3340,8813612250,3.0
3345,7762470012,0.0
3350,4017409430,3.0
3355,4025062903,3.0
3360,8367024899,1.0
3365,7711170847,1.0
3370,411922282,0.0
3375,411922424,2.0
3380,411918835,2.0
3385,411926424,1.0
3390,5778212579,1.0
3395,411923939,2.0
3400,411926609,1.0
3405,411918557,1.0
3410,411920215,2.0
3415,698217097,2.0
3420,4901270459,0.0
3425,4461952129,0.0
3430,366453495,3.0
3435,5763944671,0.0
3440,3138809750,0.0
3445,4950373160,3.0
3450,366442591,3.0
3455,4937800520,3.0
3460,5902183230,3.0
3465,5738046810,0.0
3470,5792396326,0.0
3475,4903055233,0.0
3480,4444946047,2.0
3485,5769490276,0.0
3490,4067989321,3.0
3495,5789199805,3.0
3500,5151366702,0.0
3505,2269043927,3.0
3510,366453991,0.0
3515,5818202714,2.0
3520,5888387522,0.0
3525,5783267554,0.0
3530,5740105159,3.0
3535,5748699831,0.0
3540,4067989187,0.0
3545,5769540846,3.0
3550,4423136084,2.0
3555,8345201565,0.0
3560,5755332257,0.0
3565,5765428381,1.0
3570,4069486233,3.0
3575,5757466455,0.0
3580,2249779956,1.0
3585,5769496309,2.0
3590,4551372394,0.0
3595,11217203954,3.0
3600,5655530161,0.0
3605,5733210120,0.0
3610,8359815019,0.0
3615,5769401812,3.0
3620,5303276429,2.0
3625,7813586922,0.0
3630,5748460799,3.0
3635,8359782003,3.0
3640,7810317267,0.0
3645,5767404453,2.0
3650,3344037316,2.0
3655,5764885926,0.0
3660,5762747156,0.0
3665,7820571894,2.0
3670,5655391031,3.0
3675,5771983329,2.0
3680,5718947703,1.0
3685,5748501821,0.0
3690,5740357885,0.0
3695,5653035482,3.0
3700,5740312449,2.0
3705,5757831318,3.0
3710,5753063827,3.0
3715,8366243596,0.0
3720,5767201093,0.0
3725,11071128043,0.0
3730,5762651048,0.0
3735,8348936029,3.0
3740,8814226647,2.0
3745,5718890441,0.0
3750,3296659815,1.0
3755,5735376837,3.0
3760,5751172314,3.0
3765,5748108661,0.0
3770,11217032402,1.0
3775,2325332289,3.0
3780,5765072431,3.0
3785,5753004717,0.0
3790,5738538672,0.0
3795,11524787979,2.0
3800,5752862684,0.0
3805,4068497298,3.0
3810,3296661952,0.0
3815,5758105576,0.0
3820,4971884632,2.0
3825,5762703461,0.0
3830,6661001640,2.0
3835,3344036994,3.0
3840,8359951268,2.0
3845,11160689892,3.0
3850,5767711686,0.0
3855,366431286,2.0
3860,8366548380,3.0
3865,5740635807,3.0
3870,5653129550,2.0
3875,5764916777,0.0
3880,3344100802,2.0
3885,7813586909,0.0
3890,5740374580,0.0
3895,5769912146,3.0
3900,5769540820,0.0
3905,1997154748,2.0
3910,5788957680,0.0
3915,366378659,0.0
3920,6791076702,3.0
3925,8890105341,2.0
3930,5813858482,0.0
3935,3706539116,1.0
3940,5794771156,0.0
3945,1997154550,0.0
3950,6334995598,3.0
3955,6349849936,2.0
3960,6720471800,2.0
3965,5763141608,3.0
3970,3614214183,0.0
3975,742135364,2.0
3980,3463111592,2.0
3985,1998235355,3.0
3990,11925831715,0.0
3995,366474893,3.0
4000,5753346847,3.0
4005,8359743267,2.0
4010,8366477980,2.0
4015,5755196889,3.0
4020,5753017450,2.0
4025,5750785426,3.0
4030,8347892424,3.0
4035,5750509038,2.0
4040,5733258070,0.0
4045,5735784739,3.0
4050,5751067201,2.0
4055,5753180952,2.0
4060,5748108266,3.0
4065,8814601675,3.0
4070,7768156822,2.0
4075,5767224616,2.0
4080,5757874277,2.0
4085,3220146802,2.0
4090,5740106073,0.0
4095,5755046080,3.0
4100,5767232053,2.0
4105,5771996979,3.0
4110,5738538383,3.0
4115,8344695572,0.0
4120,8366246564,2.0
4125,5748074760,3.0
4130,5735892224,2.0
4135,5769895097,3.0
4140,5733067867,3.0
4145,5751063503,3.0
4150,5753466611,3.0
4155,9396086741,3.0
4160,5769301741,2.0
4165,5750735787,0.0
4170,11521457151,2.0
4175,8344752093,0.0
4180,5752789359,3.0
4185,8347635757,3.0
4190,6656873040,2.0
4195,5755254579,3.0
4200,8360995899,2.0
4205,5733199663,3.0
4210,366370107,3.0
4215,8360891867,3.0
4220,5755678203,3.0
4225,5740276076,3.0
4230,5750472614,3.0
4235,7767820562,2.0
4240,5748108665,3.0
4245,5762644499,2.0
4250,5750635939,0.0
4255,5762644470,2.0
4260,5755581757,0.0
4265,8366384057,3.0
4270,366475955,0.0
4275,5740581606,3.0
4280,5751092187,3.0
4285,8141356741,3.0
4290,5778364311,3.0
4295,5755405573,2.0
4300,5752849334,3.0
4305,5755027932,3.0
4310,5769337188,2.0
4315,5998453338,2.0
4320,2930599204,0.0
4325,7822919232,0.0
4330,6327563175,2.0
4335,2822151656,1.0
4340,366478512,2.0
4346,6263969575,0.0
4351,2115199004,2.0
4356,2079964221,3.0
4361,12074868838,3.0
4366,5735306182,2.0
4371,4023206285,0.0
4376,5742545044,2.0
4381,4903632191,1.0
4386,366445533,1.0
4391,2495745490,2.0
4396,2079964248,3.0
4401,2592269705,3.0
4406,4932465965,1.0
4411,366470264,1.0
4416,6631169220,0.0
4421,5721938895,2.0
4426,366473083,2.0
4431,5112594935,2.0
4436,366377240,1.0
4441,366479342,2.0
4446,5719110620,1.0
4451,6372499824,3.0
4456,3137351512,0.0
4461,5773531753,3.0
4466,366470314,0.0
4471,5779558894,2.0
4476,5735973841,0.0
4481,366389972,0.0
4486,2499051884,0.0
4491,5778362652,3.0
4496,1276696871,0.0
4501,1774287515,0.0
4506,1497255721,3.0
4511,2955893076,2.0
4516,696860097,2.0
4521,5337055554,0.0
4526,5772102488,2.0
4531,5733023082,2.0
4536,8816687944,0.0
4541,5779523226,3.0
4546,4664496605,0.0
4551,8286497852,0.0
4556,2899917254,0.0
4561,3289232985,0.0
4567,5736021596,2.0
4573,3137343122,0.0
4578,366433763,0.0
4583,366477562,0.0
4586,5781828013,0.0
4591,9570493491,2.0
4596,946794483,0.0
4601,2027431090,2.0
4606,2305201707,0.0
4611,5778287282,2.0
4616,366383425,0.0
4621,2214329794,0.0
4622,8366036270,0.0
4623,2214329331,0.0
4624,2214331313,0.0
4625,2214327609,0.0
4626,5755040568,0.0
4627,5755040566,0.0
4628,2685436137,0.0
4629,2685436164,0.0
4630,2685436166,0.0
4631,8348397508,3.0
4632,5740290618,3.0
4633,5740290617,3.0
4634,5740290534,3.0
4635,5740290530,3.0
4636,5748777418,2.0
4637,5748777414,2.0
4638,5748777454,2.0
4639,5748777423,2.0
4640,5748777429,2.0
4641,1854295505,2.0
4642,5755083927,3.0
4643,9743808154,2.0
4644,4274977896,2.0
4645,5028986706,2.0
4646,5740111488,2.0
4647,5740111486,2.0
4648,7766356341,2.0
4649,7766356340,2.0
4650,5740111493,2.0
4651,5811626270,2.0
4652,3378124373,2.0
4653,5811613088,2.0
4654,5811613139,2.0
4655,5811613136,2.0
4656,2156215358,0.0
4657,2156215285,0.0
4658,2156215354,0.0
4659,2156215356,0.0
4660,366459969,3.0
4661,6622680051,2.0
4662,5038653771,2.0
4663,5038653725,2.0
4664,2500305097,2.0
4665,4851795641,2.0
4666,2684988661,1.0
4667,2684988690,0.0
4668,2684988698,0.0
4669,2684988681,1.0
4670,2684988633,0.0
4671,11500054229,3.0
4672,5800344324,3.0
4673,8366150581,3.0
4674,5800344335,3.0
4675,5800345564,3.0
4676,5742791491,2.0
4677,5742791486,2.0
4678,5742791488,2.0
4679,5742791483,2.0
4680,4865521914,2.0
4681,9478180013,0.0
4682,11409740370,0.0
4683,5733089807,0.0
4684,5733089805,0.0
4685,5733089803,0.0
4686,5733464484,3.0
4687,9787486780,3.0
4688,5733292368,3.0
4689,5733464544,3.0
4690,5733464548,3.0
4691,5806362059,3.0
4692,5806361042,3.0
4693,5805644377,3.0
4694,5802992865,3.0
4695,5805644381,3.0
4696,2684988572,3.0
4697,8360191546,3.0
4698,5765066802,3.0
4699,5765066800,3.0
4700,5765066795,3.0
4701,5769461118,0.0
4702,8813957663,0.0
4703,5769461884,0.0
4704,5769461116,0.0
4705,5769461878,0.0
4706,5755239017,2.0
4707,5755239122,1.0
4708,2214117665,1.0
4709,5755239013,2.0
4710,5755239012,2.0
4711,7762400410,3.0
4712,7762400411,3.0
4713,7762400413,3.0
4714,7762400412,3.0
4715,5733029098,3.0
4716,11487052550,2.0
4717,2685435796,2.0
4718,11487052554,0.0
4719,2685435702,2.0
4720,11487092173,2.0
4721,5762847535,0.0
4722,5757901667,0.0
4723,5762847541,0.0
4724,5762847534,0.0
4725,5757901668,0.0
4726,7737310778,3.0
4727,7737310779,3.0
4728,7737338419,3.0
4729,366444424,3.0
4730,8360271581,3.0
4731,5740219262,3.0
4732,5740219231,3.0
4733,5740219306,3.0
4734,5740219265,3.0
4735,8348258069,3.0
4736,5748452725,3.0
4737,5748452015,3.0
4738,366469454,3.0
4739,5748452726,3.0
4740,5753046769,3.0
4741,8347892750,3.0
4742,8347892749,3.0
4743,5767223149,3.0
4744,5767223151,3.0
4745,8347892754,3.0
4746,366445949,0.0
4747,5733377629,0.0
4748,2495881514,0.0
4749,2495881538,0.0
4750,2495881504,0.0
4751,11491771993,2.0
4752,8366437562,2.0
4753,5753210771,2.0
4754,5751069447,2.0
4755,5751069450,2.0
4756,5038426995,0.0
4757,5038426999,0.0
4758,3095275380,0.0
4759,5038426996,0.0
4760,3095275563,0.0
4761,5753114976,2.0
4762,5753114958,2.0
4763,5753114954,2.0
4764,5753114977,2.0
4765,5753114826,2.0
4766,5753027045,2.0
4767,5753027044,2.0
4768,5753027100,2.0
4769,7551073417,2.0
4770,7551073418,2.0
4771,5780709665,2.0
4772,5780709684,2.0
4773,5780709661,2.0
4774,5780709694,2.0
4775,5780709678,2.0
4776,5750512211,1.0
4777,5750514826,1.0
4778,5750514825,1.0
4779,5750512215,1.0
4780,5750512213,1.0
4781,2677188022,2.0
4782,11443073420,2.0
4783,2677188040,2.0
4784,2677188033,2.0
4785,8345545178,2.0
4786,5735565934,3.0
4787,11508099582,3.0
4788,5735565946,3.0
4789,8366343806,3.0
4790,8366343807,3.0
4791,4786204080,3.0
4792,5738255283,3.0
4793,4786204087,3.0
4794,4786204079,3.0
4795,5740056067,3.0
4796,5767392835,3.0
4797,12047276587,3.0
4798,2684986983,3.0
4799,7773875980,3.0
4800,2684986973,3.0
4801,5748270193,1.0
4802,5748270187,3.0
4803,5748270188,3.0
4804,5748270184,3.0
4805,5748270531,1.0
4806,5767266931,3.0
4807,5767266930,3.0
4808,5767267064,3.0
4809,366370974,3.0
4810,5767267065,3.0
4811,8345116787,0.0
4812,5755029140,0.0
4813,5755029141,0.0
4814,5755029142,0.0
4815,5755029138,0.0
4816,2414429348,0.0
4817,5755029153,0.0
4818,5755029151,0.0
4819,5755029152,0.0
4820,10143531908,0.0
4821,8344831996,3.0
4822,11158112303,3.0
4823,8344822695,3.0
4824,8344822696,3.0
4825,8344822698,3.0
4826,5042605319,3.0
4827,5042605421,3.0
4828,9756807169,3.0
4829,9756394284,3.0
4830,9756394283,3.0
4831,5755396542,3.0
4832,5767087693,3.0
4833,5767087694,3.0
4834,5755396556,3.0
4835,5767087892,3.0
4836,5765004471,3.0
4837,5765004433,3.0
4838,5765004525,3.0
4839,5765004440,3.0
4840,5765004438,3.0
4841,5740277412,3.0
4842,5740277407,3.0
4843,5740278426,3.0
4844,5740277415,3.0
4845,5738070258,2.0
4846,2685998010,0.0
4847,12137703596,3.0
4848,5753376245,3.0
4849,11041676878,3.0
4850,4614323731,3.0
4851,5038653678,3.0
4852,5811876684,3.0
4853,5038653683,3.0
4854,5038653660,3.0
4855,5811328052,3.0
4856,5750708969,0.0
4857,5750708976,0.0
4858,5750708973,0.0
4859,5750708970,0.0
4860,5750708972,0.0
4861,5755083929,3.0
4862,5755083935,3.0
4863,5755083926,3.0
4864,5755083930,3.0
4865,2685436320,0.0
4866,2685436360,0.0
4867,2685436347,0.0
4868,6541838486,0.0
4869,6541838487,0.0
4870,9478179978,3.0
4871,2214120279,3.0
4872,5346685054,3.0
4873,9478179977,3.0
4874,2214289827,3.0
4875,366454556,0.0
4876,2495881546,0.0
4877,2495883531,0.0
4878,2495881543,0.0
4879,2495881536,0.0
4880,5806362115,3.0
4881,5806362114,3.0
4882,8371342929,3.0
4883,5805629734,3.0
4884,5805629875,3.0
4885,10734087724,0.0
4886,6665404293,0.0
4887,10734087750,0.0
